"dataset","system","mr_type","mr","sys_ref","TER","Bleu_1","Bleu_2","Bleu_3","Bleu_4","ROUGE_L","NIST","LEPOR","CIDEr","METEOR","sim.mr.sys","lev.dist","sys.read.flesch","sys.cpw","sys.ref.len","sys.wps","sys.sps","sys.spw","sys.n.poly","sys.pspw","n.misspel","parser.sc.mean","parser.sc.max","informativeness","naturalness","quality","domain","inf_bin","nat_bin","qual_bin","inf_bin2","nat_bin2","qual_bin2"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,near='X',pricerange=cheap,eattype=restaurant)","x is a cheap restaurant in the expensive price range.",0.444444444,0.814353676,0.572269431,0.333344955,0.0000468,0.755417957,4.6327,0.222170313,1.182481281,0.361074513,0.6262014,63,86.705,4.3,43,10,13,1.3,2,0.2,0,-67.3761124015,-67.3761124015,2,2,2,"REST","bad","bad","bad","Bad","Bad","Bad"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,near='X',pricerange=expensive,area=riverside,eattype=restaurant)","x is an expensive restaurant in the riverside near x.",0.416666667,1,1,0.908560296,0.752958637,0.668493151,3.988,0.665860597,2.990054804,0.411907003,0.75475264,71,78.245,4.3,43,10,14,1.4,3,0.3,0,-85.8103622794,-85.8103622794,5,4,5,"REST","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,near='X',pricerange=expensive,eattype=restaurant)","x is a restaurant near x in the expensive price range.",0.875,0.545454545,0.404519917,0.262953589,0.0000388,0.462998102,2.8584,0.258363186,1.010721519,0.39896709,0.6775917,58,95.6881818182,3.909,43,11,13,1.182,2,0.182,0,-78.3223022819,-78.3223022819,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,near='X',pricerange=moderate,area=riverside,eattype=restaurant)","x is a restaurant in the riverside near x.",0.482758621,0.510003041,0.468467706,0.415925472,0.288008396,0.585733882,2.9254,0.292969336,0.899763721,0.3982286,0.7047526,74,94.3,3.667,33,9,11,1.222,2,0.222,0,-75.2868942618,-75.2868942618,3,6,6,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,near='X',pricerange=moderate,eattype=restaurant)","x is a restaurant located near x in the moderate price range.",0.095238095,0.916666667,0.866025404,0.806714323,0.73488892,0.96408046,6.9436,0.62666864,5.168765899,0.563205462,0.5995509,57,81.855,4.083,49,12,16,1.333,3,0.25,0,-88.3173584342,-88.3173584342,5,4,5,"REST","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=cheap,area=citycentre,near='X',eattype=restaurant)","x is a restaurant in the centre of town near x.",0.357142857,0.692091261,0.513268616,0.354550133,0.0000454,0.704749679,3.4335,0.308109952,0.414676271,0.44322717,0.5992195,75,103.3790909091,3.273,36,11,12,1.091,1,0.091,0,-83.9751190543,-83.9751190543,5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=expensive,area=riverside,eattype=restaurant)","x is a restaurant in the riverside area.",0.416666667,0.687289279,0.687289279,0.687289279,0.687289279,0.747810858,3.4664,0.408357658,2.677304343,0.377600568,0.67144036,65,61.24,4,32,8,13,1.625,3,0.375,0,-54.9134621024,-54.9134621024,4,5,4,"REST","avg","good","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=expensive,area='X',eattype=restaurant)","x is an expensive restaurant in the x area.",0.48,0.63691672,0.534070906,0.444104741,0.319804844,0.616161616,3.6625,0.30721454,1.186218525,0.345539133,0.65,64,75.5,3.778,34,9,13,1.444,3,0.333,0,-67.3119949698,-67.3119949698,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=expensive,area='X',near='X',near='X',eattype=restaurant)","x is an expensive restaurant in x near x and x.",0.41025641,0.579578279,0.579578279,0.476454316,0.353817229,0.618940248,2.6895,0.167302122,0.893454967,0.345541428,0.58729386,79,111.07,3.273,36,11,11,1,2,0.182,0,-98.5325226188,-98.5325226188,6,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=expensive,eattype=restaurant)","x is a restaurant in the expensive price range.",0,1,1,1,1,1,7.2711,0.500241004,5.02358127,1,0.6955293,53,84.9,4.222,38,9,12,1.333,2,0.222,0,-58.0114540458,-58.0114540458,5,2,4,"REST","good","bad","avg","Good+Avg","Bad","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=expensive,near='X',area='X',eattype=restaurant)","x is an expensive restaurant in the x area near x.",0.260869565,0.909090909,0.797724035,0.656408625,0.570674578,0.814691152,2.859,0.581709262,3.341046355,0.50048075,0.77272725,71,87.9972727273,3.545,39,11,14,1.273,3,0.273,0,-95.8178314567,-95.8178314567,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=expensive,near='X',eattype=restaurant)","x is a restaurant near x in the expensive price range.",0.933333333,0.545454545,0.404519917,0.00000263,6.9E-009,0.541740675,2.8584,0.377961825,1.099597685,0.39896709,0.6775917,61,95.6881818182,3.909,43,11,13,1.182,2,0.182,0,-78.3223022819,-78.3223022819,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=expensive,near='X',near='X',area='X',eattype=restaurant)","x is an expensive restaurant in x near x and x.",0.4375,0.631949026,0.55453302,0.45629847,0.358459789,0.622096317,2.2993,0.370846442,1.667365689,0.407919992,0.58729386,80,111.07,3.273,36,11,11,1,2,0.182,0,-98.5325226188,-98.5325226188,2,3,3,"REST","bad","avg","avg","Bad","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=expensive,near='X',near='X',eattype=restaurant)","x is a restaurant near x in the expensive price range.",0.148148148,0.833752918,0.833752918,0.801653192,0.753380807,0.903095559,7.0732,0.44515482,4.987243792,0.504703486,0.6632416,69,95.6881818182,3.909,43,11,13,1.182,2,0.182,0,-78.3223022819,-78.3223022819,5,4,5,"REST","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=moderate,area=riverside,near='X',eattype=restaurant)","x is a restaurant on the riverside near x in the moderate price range in the riverside area.",0.296296296,0.944444444,0.912870929,0.854987973,0.73488892,0.77592955,5.5263,0.278128013,2.775721308,0.498084721,0.73621136,78,66.365,4.111,74,18,26,1.444,5,0.278,0,-124.529936254,-124.529936254,6,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=moderate,area=riverside,near='X',near='X',eattype=restaurant)","x is a restaurant on the riverside near x.",0.451612903,0.510003041,0.38250228,0.288386616,0.218839057,0.609238452,1.4757,0.327178896,0.347507694,0.298654904,0.71229386,81,94.3,3.667,33,9,11,1.222,2,0.222,0,-76.5203918815,-76.5203918815,5,4,4,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=moderate,area='X',area='X',eattype=restaurant)","x is a moderately priced restaurant in the x area.",0.461538462,0.904837418,0.904837418,0.822099353,0.615628698,0.694591297,2.7615,0.544333929,2.720573889,0.341750184,0.5663385,69,69.785,4,40,10,15,1.5,3,0.3,0,-75.0402740836,-75.0402740836,4,4,4,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=moderate,area='X',eattype=restaurant)","x is a moderately priced restaurant in the x area.",0.19047619,1,1,1,0.919322715,0.907063197,3.9059,0.597331505,4.467785572,0.52769519,0.5474808,62,69.785,4,40,10,15,1.5,3,0.3,0,-75.0402740836,-75.0402740836,5,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=moderate,area='X',near='X',eattype=restaurant)","x is a restaurant in the x area near x.",0.37037037,0.818730753,0.818730753,0.818730753,0.787779012,0.772151899,3.8197,0.37239414,1.708194147,0.407631922,0.72727275,73,103.625,2.9,29,10,11,1.1,2,0.2,0,-85.2943558097,-85.2943558097,5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,pricerange=moderate,eattype=restaurant)","x is a restaurant in the moderate price range.",0.2,0.777777778,0.697216689,0.592815551,0.431670011,0.777777778,2.1446,0.777777778,1.463051472,0.437711134,0.6955293,53,84.9,4.111,37,9,12,1.333,2,0.222,0,-57.8471168876,-57.8471168876,6,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name=none,area=citycentre,near='X')","i am sorry but there is no information about a venue in the city centre area near x.",0.620689655,0.611111111,0.501631326,0.428423324,0.354129682,0.639412998,2.389,0.442922756,1.689349933,0.455558938,0.55562156,62,61.665,3.667,66,18,27,1.5,2,0.111,0,-149.2919525504,-149.2919525504,5.5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name=none,area='X',near='X')","i am sorry but there is no information about a venue in x near x.",0.193548387,1,0.88640526,0.784880901,0.701205513,0.898002103,8.2313,0.452371668,4.472610741,0.480551525,0.5376493,54,84.45,3.333,50,15,19,1.267,1,0.067,0,-133.6227630973,-133.6227630973,5,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name=none,near='X',area=citycentre)","i am sorry there is no information about on the city centre near x.",0.166666667,0.80495805,0.76840513,0.72677487,0.678368617,0.85637149,2.4789,0.729573822,3.405630829,0.512843724,0.52016497,48,71.7678571429,3.786,53,14,20,1.429,1,0.071,0,-121.6021484733,-121.6021484733,4.5,4.5,3.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name=none,near='X',area=riverside)","i am sorry there is no information on the riverside, near x.",0.363636364,0.656820368,0.585045365,0.496815063,0.444538346,0.765981735,6.3826,0.436450682,3.361721381,0.390651962,0.5907144,43,74.805,3.917,47,12,17,1.417,2,0.167,0,-112.0876221061,-112.0876221061,6,6,3,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name=none,near='X',area='X')","i am sorry there is no information about a in the x area near x.",0.518518519,0.641793767,0.529943762,0.455540258,0.379230791,0.703846154,3.8565,0.416599129,1.357986074,0.450082917,0.66183436,51,78.81,3.267,49,15,20,1.333,2,0.133,0,-131.2525390983,-131.2525390983,4.5,4.5,5,"REST","avg","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name=none,type=placetoeat,eattype=restaurant,near='X',food=English)","x is there to visit suggest want restaurant you may am sorry but i know of no venues english restaurant near x.",1.333333333,0.545454545,0.227921153,0.137461082,0.0000192,0.314974182,1.7366,0.336495785,0.601463042,0.270471335,0.5088319,92,72.9868181818,4.045,89,22,29,1.318,2,0.091,0,-224.5599426627,-224.5599426627,1,1,1,"REST","bad","bad","bad","Bad","Bad","Bad"
"BAGEL","LOLS","inform","inform(name='X',area=riverside,eattype=restaurant,food=Fastfood,pricerange=cheap)","x is a reasonably priced fast food restaurant down by river cheap.",0.6,0.666666667,0.492365964,0.364643672,0.0000482,0.646969697,4.2604,0.293613853,1.06717694,0.383670411,0.52161616,56,74.805,4.5,54,12,17,1.417,2,0.167,0,-110.3542694449,-110.3542694449,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',area=riverside,food=Chinese,eattype=restaurant)","x is a chinese restaurant near the river.",0.315789474,0.661872677,0.577729837,0.52809363,0.477503426,0.698473282,5.1342,0.435846523,2.889674961,0.329987308,0.50781894,52,82.39,4.125,33,8,11,1.375,1,0.125,0,-62.5636009574,-62.5636009574,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',area='X',eattype=restaurant,food=Chinese)","there is a chinese restaurant on x called x.",0.5,0.555555555,0.456435464,0.390448333,0.315598454,0.639412998,3.6383,0.416592244,2.133698757,0.453454022,0.7720256,42,103.7,3.889,35,9,10,1.111,1,0.111,0,-82.3826355338,-82.3826355338,2,3,4,"REST","bad","avg","avg","Bad","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=coffeeshop,eattype=restaurant)","x is a restaurant recommend.",0.4,0.8,0.632455532,0.510872955,0.0000904,0.8,3.5901,0.768631551,0.0113406,0.347396118,0.35288593,46,66.4,4.6,23,5,8,1.6,2,0.4,0,-45.088442266,-45.088442266,4,3,3,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=restaurant)","x is a restaurant.",0,1,0.999999999,0.999999999,0.999999999,1,9.9369,1,10,1,0.6,24,97.025,3.5,14,4,5,1.25,1,0.25,0,-29.9525093436,-29.9525093436,5,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=restaurant,addr='X')","x is a restaurant located at x.",0,1,1,1,1,1,9.6765,0.627227543,6.062878568,1,0.61909354,35,90.9585714286,3.429,24,7,9,1.286,2,0.286,0,-62.8992294669,-62.8992294669,6,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=restaurant,addr='X',phone='X')","x is a restaurant and its phone number is x x.",0.25,1,0.894427191,0.810960266,0.718608224,0.853146853,5.7134,0.569066317,5.136983513,0.465459967,0.54360557,46,111.07,3.182,35,11,11,1,1,0.091,0,-99.0893530846,-99.0893530846,3,4,4,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=restaurant,area=riverside)","x is a restaurant on the riverside.",0,1,1,1,1,1,3.5415,1,5.054544806,1,0.64964664,32,78.8728571429,4,28,7,10,1.429,2,0.286,0,-48.1579307914,-48.1579307914,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=restaurant,area='X')","x is a restaurant in x.",0.375,0.597109425,0.585045365,0.568711278,0.544446059,0.696347032,3.9573,0.461177519,0.816251765,0.400016769,0.7210752,33,116.145,2.833,17,6,6,1,1,0.167,0,-51.9175285697,-51.9175285697,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=restaurant,near='X')","x is a restaurant near x.",0,1,1,1,1,1,7.6284,0.613512438,6.401739886,1,0.75,29,116.145,3.167,19,6,6,1,1,0.167,0,-56.8095802665,-56.8095802665,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=restaurant,phone='X')","x is a restaurant its phone number is x.",0.095238095,0.894839317,0.837045535,0.765076854,0.669048441,0.938461538,6.4146,0.077858229,3.122299741,0.542093239,0.5618461,41,103.7,3.444,31,9,10,1.111,1,0.111,0,-78.9505218863,-78.9505218863,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',eattype=restaurant,postcode='X')","x is a restaurant.",0.625,0.367879441,0.367879441,0.367879441,0.367879441,0.628865979,1.9489,0.152491384,0.456640078,0.294748665,0.5833333,37,97.025,3.5,14,4,5,1.25,1,0.25,0,-29.9525093436,-29.9525093436,5,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',food=Chinese,eattype=restaurant,area=riverside)","x is a chinese food restaurant down by the river.",0.636363636,0.8,0.666666667,0.381571414,0.0000531,0.536656891,4.3497,0.481511279,0.714698733,0.33850606,0.5070351,46,86.705,3.9,39,10,13,1.3,1,0.1,0,-77.0716919303,-77.0716919303,4,4.5,4.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area=citycentre,eattype=restaurant)","x is a restaurant in the centre of town.",0.117647059,0.888888889,0.881917103,0.873580465,0.863340021,0.888888889,4.1813,0.888888889,3.353154349,0.929411765,0.51145273,54,94.3,3.444,31,9,11,1.222,1,0.111,0,-54.8665489554,-54.8665489554,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area=citycentre,near='X',eattype=restaurant)","x is a restaurant in the centre of town near x.",0.6,0.727272727,0.53935989,0.401342292,0.299822139,0.672440945,3.5076,0.55080513,0.849941545,0.417344116,0.63335353,61,103.3790909091,3.273,36,11,12,1.091,1,0.091,0,-83.9751190543,-83.9751190543,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area=citycentre,near='X',near='X',eattype=restaurant)","x is a restaurant in the centre of town located near x and x.",0.32,0.785714286,0.695353495,0.622960384,0.544517885,0.820293399,4.7191,0.596028791,1.876755065,0.483870675,0.44029644,69,95.9392857143,3.357,47,14,16,1.143,2,0.143,0,-109.0722870231,-109.0722870231,4,4,4.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area=riverside,eattype=restaurant)","x is a restaurant in the riverside area.",0,1,1,1,1,1,6.8903,0.557642872,5.100003526,1,0.71428573,48,61.24,4,32,8,13,1.625,3,0.375,0,-54.9134621024,-54.9134621024,5,5,5.5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area=riverside,near='X',eattype=restaurant)","x is a restaurant on the riverside close to x.",0.333333333,0.8,0.666666667,0.550321208,0.392814651,0.7,3.6387,0.396417764,1.193052356,0.433432958,0.37813696,58,95.165,3.6,36,10,12,1.2,2,0.2,0,-82.2097305655,-82.2097305655,3.5,4.5,4.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area=riverside,near='X',near='X',eattype=restaurant)","x is a restaurant in the riverside area near x and x.",0.285714286,1,0.953462589,0.860138627,0.771095578,0.876436782,4.4471,0.661210479,3.697405793,0.558766639,0.65,62,88.905,3.417,41,12,15,1.25,3,0.25,0,-99.5912994742,-99.5912994742,6,5,4.5,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area='X',area='X',eattype=restaurant)","x is a restaurant near x and x.",0.4,0.584100587,0.509844791,0.407124307,0.320191183,0.653571429,3.8047,0.459626945,1.522627255,0.402753911,0.5595053,59,124.69,2.875,23,8,7,0.875,1,0.125,0,-72.5902466178,-72.5902466178,4,4.5,2,"REST","avg","avg","bad","Good+Avg","Good+Avg","Bad"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area='X',eattype=restaurant)","x is a restaurant in x.",0,1,1,1,1,1,8.6961,0.472979734,5.046786993,1,0.6934408,53,116.145,2.833,17,6,6,1,1,0.167,0,-51.9175285697,-51.9175285697,5.5,5.5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","LOLS","inform","inform(name='X',type=placetoeat,area='X',eattype=restaurant,pricerange=moderate)","x is a moderately priced indian restaurant in x.",0.454545455,0.777777778,0.697216689,0.517872084,0.0000694,0.666666667,2.1344,0.626758799,1.206913614,0.396688748,0.5146287,62,66.1,4.333,39,9,14,1.556,3,0.333,0,-84.6556763053,-84.6556763053,5.5,6,5.5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
